Review,Star Rating
"The Shawshank Redemption is without a doubt one of the most brilliant movies I have ever seen. Similar to The Green Mile in many respects (and better than it in almost all of them), these two movies have shown us that Stephen King is a master not only of horror but also of prose that shakes the soul and moves the heart. The plot is average, but King did great things with it in his novella that are only furthered by the direction, and the acting is so top-rate it's almost scary.Tim Robbins plays Andy Dufrane, wrongly imprisoned for 20 years for the murder of his wife. The story focuses on Andy's relationship with ""Red"" Redding (Morgan Freeman, in probably his best role) and his attempts to escape from Shawshank. Bob Gunton is positively evil and frightening as Warden Norton, and there are great performances and cameos all around; the most prominent one being Gil Bellows (late as Billy of Ally McBeal) as Tommy, a fellow inmate of Andy's who suffers under the iron will of Norton.If you haven't seen this movie, GO AND RENT IT NOW. You will not be disappointed. It is positively the best movie of the '90's, and one of my Top 3 of all time. This movie is a spectacle to move the mind, soul, and heart. 10/10",10
"I have never seen such an amazing film since I saw The Shawshank Redemption. Shawshank encompasses friendships, hardships, hopes, and dreams.  And what is so great about the movie is that it moves you, it gives you hope.  Even though the circumstances between the characters and the viewers are quite different, you don't feel that far removed from what the characters are going through.It is a simple film, yet it has an everlasting message.  Frank Darabont didn't need to put any kind of outlandish special effects to get us to love this film, the narration and the acting does that for him.  Why this movie didn't win all seven Oscars is beyond me, but don't let that sway you to not see this film, let its ranking on the IMDb's top 250 list sway you, let your friends recommendation about the movie sway you.Set aside a little over two hours tonight and rent this movie.  You will finally understand what everyone is talking about and you will understand why this is my all time favorite movie.",10
"There's a reason this is rated the #1 . It is the same reason you simply watch this movie every time you see it on tv even if it's already half way over. It's captivating, brilliant and full of heart.",10
"None of the usual otherworld creatures that populate the works of Stephen King are to be found in The Shawshank Redemption. But the real world of that Maine prison has some bizarre rules of its own and there's a whole new reality within those walls.In the tradition of Cool Hand Luke and Birdman Of Alcatraz comes Tim Robbins who was a banker on the outside, but when he caught his wife cheating on him with a golf pro from their country club, he's convicted of putting eight bullets in them, four apiece and tried and sentenced to two consecutive life terms in Shawshank prison. Like Luke and Bob Stroud he works out his own rehabilitation and rebels against the prison system.He may be a con, but Robbins still has all his knowledge of finances and pretty soon he's made himself quite invaluable to the warden and the rest of the staff at the prison. At the same time he and the cell block scrounger Morgan Freeman develop a close personal relationship. In the end they beat the system in a most unique way.There have been some classic prison films made ever since The Big House at the dawn of the talkies. Two I've already mentioned. My favorite prison film is Robert Redford's Brubaker, but The Shawshank Redemption comes pretty close. As does The Green Mile which was also directed by Frank Darabont.Darabont got an Oscar nomination as did the film itself and as did Morgan Freeman for Best Actor. The Shawshank Redemption was in for a flock more Oscar nominations in 1994. A couple other good performances are that of James Whitmore the institutionalized con who is there for 50 years and paroled and just can't make it on the outside. He will break your heart as will Gil Bellows who plays a fresh, but rather likable young con who runs afoul of the warden.Speaking of which Bob Gunton as the warden will positively chill you with his corruption. You would have to go back all the way to the James Cagney classic, The Mayor Of Hell where Dudley Digges was the warden of boys reformatory to find a warden that is as sanctimonious and as corrupt as Gunton. This is a man who gives Bibles out to each inmate hoping that the reading of the Good Book will improve the moral fiber of the convicts. At the same time he's raking in money every which way he can and a rather special punishment is meted out to him by Robbins.The Shawshank Redemption may not have monsters and other worldly creatures that normally characterize a Stephen King story. But the world of Shawshank prison is bizarre enough for any normal person if you see this wonderfully crafted and acted film.",10
"Shawshank Redemption, The (1994)**** (out of 4)An innocent man (Tim Robbins) is sent to prison on murder charges and once there he bonds with another man (Morgan Freeman) serving a life sentence. I remember seeing this when it was first released to theaters and walking out thinking it was a masterpiece but apparently others couldn't be bothered to see it since the box office results were very low and it was out of theaters in no time. Over the years the reputation of this film has grown and as I write this it's currently #1 at IMDb. I certainly wouldn't call this the greatest film ever made but it's certainly one of them. I think it's an insult to call this a prison movie because it's so much more than that. This is a film about friendship and hope. Those are two things that have played major parts in many movies but I can't think of too many films where the payoff is as large. What makes the film work so well is that director Durabont takes his time telling a story that takes place over twenty years. Another wonderful thing the director does is that he really makes the twenty years pass on a believable manor. Most films that jump time feel cheap and rushed but that's not the case here because the wonderful screenplay lets us get to know the two main character but also the supporting characters are very well written. What really brings this magic to life are the performances, which are downright brilliant and I'd argue that you can see some of the greatest ensemble acting right in this film. Robbins and Freeman are terrific together and really make for one of the most memorable friendships in movie history. The way Robbins walks and talks is perfectly done and I just love the way, as Freeman says in his narration, he walks around as if he didn't have a care in the world. Freeman gives another wonderful performance but what's really great about him is the narration he adds as he tells us the story. James Whitmore is terrific as the elderly convict and Clancy Brown and Bob Gunton make for excellent villains. I won't spoil the ending for anyone but the final twenty-minutes are at times breathtaking in their beauty and it's message of hope rings louder than most movies.",10
"""The Shawshank Redemption"" should have won Best Picture for 1994. A story of banker Andy Dufresne (Tim Robbins) getting falsely convicted of murder and sent to the hellish Shawshank prison, the movie is beyond amazing. In prison, Andy meets Ellis Boyd ""Red"" Redding (Morgan Freeman), who was imprisoned many years earlier. Red gets Andy a poster of Rita Hayworth. Over the next twenty years, Andy experiences all the horrors that one would expect in jail: beatings by the guards, rapes by other inmates, and so on. But he never gives up hope.This movie, like ""Carrie"", ""The Shining"", ""Dolores Claiborne"", ""The Green Mile"" and ""Hearts in Atlantis"", just goes to show what a great author Stephen King is. When we think of horror, we think of spooky horror, but ""The Shawshank Redemption"" is a different kind: personal horror. Pure genius. I can only hope that in the coming years, this movie is recognized as what it is: a masterpiece. I can't believe that it won no Oscars!",10
"The reason I became a member of this database is because I finally  found a movie ranking that recognized the true greatness of this movie. There  is nary a word or scene out of place in the entire thing. Every element  comes together to form an exquisite story for cinema.   I believe that one reason that this movie is under-appreciated is that  people have not seen it multiple times. On first viewing it is the story of  Andy Dufresne and his struggle to maintain hope despite his circumstances.   However, this is really a movie about Red and his struggle to find  meaning and purpose. The final segment of the movie testifies to the fact that the final resolution of the story comes about only when Red is faced with the same fearful situation as Brooks. Because of Andy, Red can find a different path-the path of freedom that is lit by hope.  Who is your Andy Dufresne?",9
"An outstanding film dealing with prisons as seen by several prisoners. Many social problems are discussed here. The picture earned a well-deserved best picture Oscar nomination. It certainly should have tied with the winner, the equally good ""Forrest Gump.""Tim Robbins and Morgan Freeman etched unforgettable performances as prisoners charged with murder. The film shows what prison life is all about. Subjects dealing with prison survival, brutality, corruption and ultimate redemption are well shown.As the corrupt, insane warden invoking religion to justify his actions, Mr. Gunton gives a worthy performance.This is a film of rare power. James Whitmore was equally memorable as a prisoner who was unable to adjust to the outside after his parole following a 50 year stint. This shows that people who have been incarcerated for such a long period, need some sort of readjustment training before they rejoin society. For Whitmore, freedom meant ultimate doom.Politics is also depicted in a negative way in this gritty film. This is a memorable viewing experience for audiences.",10
"This is Tim Robbins best performance ever. It is a compelling heart warming drama about an innocent man(Andy Dufresbe) who is sent to prison and learns to use his intelligence to make the best of prison life. He meets a mentor in Red(Morgan Freeman) and they build a friendship that is stronger than the walls that surround them. Andy steadies a relationship with the warden that keeps him in the good eyes of the prison. Andy is full of surprises and uses his resourcefulness to not only win the friendships of his fellow prisoners, but also of the prison guards. Both Andy and Red both hold on to their dream of one day enjoying their freedom. They turn their friendship and dreams of freedom into a bond that no prison could ever take away.",10
"It is one of the best movies in the world that many people will join me. Watching very, very impressed. What it might be called the great stories of Stephen King anyway. Acting on cues can say is enormous. There's no posturing. Especially when Andy Dufrense incredible music that review still stands wandering on everyone's lips. Finale as you lose yourself in it is a movie you are getting into. Finals if he so exhilarating you a high-quality music. And finding that deserves really deserve. I watched this film very young age and it has taught me that the magic of cinema in a nice way. This film is one of the reasons I hate the Oscars. Will remain as the best film in more than 10 years, I believe wholeheartedly sites. Definitely one of the best films in the world.",10
"The Shawshank Redemption is to me the most powerful and emotional film ever made, dragging emotions out of you as you deeply connect with each character in different ways. A truly beautiful film, one of the greatest.",10
"not for a reason. but for the fine art to create a story who seems be more than fiction and who use a script, a cast and location for a puzzle who becomes part of precious memories. its themes, the tension, the moral questions, the meeting between Morgan Freeman and Tim Robbins and the result of dialogs who are truth axis of movie and wise adaptation, are bones of a splendid film. a film who reminds more than presents. values, roots of justice, beauty of original source, the end who is expression of a deep expectation of the viewer are elements who transforms The Shawshank Redemption in an experience for the viewer. short - a film who must see !",10
"**Yes, there are SPOILERS here**This film has had such an emotional impact on me, I find it hard to write comments on it.  I've read a lot of the previous comments; all those that gush and eulogise as well as those who think it's over-rated or cliched. Most have got good points to make, however the thing that I think everyone is struggling to both explain and come to terms with is just why this film is *so* loved.  Loved to the extent that for many it is an almost spiritual experience or for those of a more secular nature like myself, loved as one of the most devastatingly uplifting things that can happen to you while watching a film.So I'm not going to review it, I'm just going to struggle in my own way to explain this film.  It took me a few viewings to get why I connect with it so deeply, but here goes.Many people in this world are unhappy.  Most people in this world don't want to be unhappy.  Lots of people wish, pray and above all hope for that magic wand to wave and wash them of their fears, losses, angers and pains once and for all.  They see lots of other people seemingly in this magical state, while they suffer.  To borrow the words of another film, they're watching the bluebirds flying over the rainbow.Many unhappy people have learned that the magic wand doesn't exist. They're not destined to join the bluebirds and fairytales don't come true.  It's not that no one lives happily ever after, it's just that they're not going to. They're busy dying.In this film, or as some people have quite correctly said, this fairytale, magic wands exist.  And that magic wand is Andy Dufrense imitating Houdini. However this film is not about him.  Neither is it about the prison, the governor, the guard, the plot, the acting, the cinematography, the script, the direction or the score.It's about Red.  He is the one who has become institutionally unhappy, he's not only trapped in a prison, not only has he given up on the idea of ever leaving, not only does he have no hope, he knows that if the miracle would ever happen to him, he couldn't cope.  He's safe in his unhappiness and that security is what keeps him going.  Hope is, as Red say, dangerous.  The metaphor for a certain illness here is very clear to me and I know that a rather large number of people suffer from it.  A large proportion of those don't understand what's wrong, but they certainly can recognise a fellow sufferer.  Those who are mercifully untouched by this illness definitely don't understand what's going on in those who do.  They're too busy living.The miracle in this film is not only that Red is redeemed but that the world outside the prison isn't all warm and sandy and sunny and with excellent fishing.  Some of it is rocky and uncertain.  Fairytales don't get this far. They'd end as Red left the gates of the prison and the credits would say 'and he lived happily ever after'.  This is the only film I can currently think of where they show how to get to the living happily ever after bit from your redemption via the rocky and uncertain ground of bagging groceries at the local store.  In other words, they're not going to cheat you and tell you everything's going to be alright.This is crucial.  For two and half hours, those of us who are quite content to mooch around our own personal prisons can see an escape route quite different to Andy's mapped out on the screen.  And it's a real way out. It's hard and upsetting, but ultimately rewarding.  The high you get from finding out and knowing that is only comparable diamorphine.The trouble is, if you're already busy living, this film won't mean that much and you'll see it a little more clearly than those busy dying.  To those fortunate individuals, watch this film and understand what the rest of us are going through.So, yes, this film is a cliched fairytale and maybe as a story it isn't realistic and at second on the IMDb all time list, it is a bit over-rated. However if you could have a chart of films listing the number of lives saved, altered and improved, the Shawshank Redemption would be way out in front at number one.",10
"In 1947 Andy Dufresne is jailed for life for the murder of his wife and her lover. He is sent to Shawshank Prison where he tells his fellow inmates he is innocent but as fellow inmate 'Red' says; everybody in Shawshank is innocent. Red has already served ten years and is the guy to see if you want something smuggled into the prison. Andy asks for two things; a small rock hammer and Rita Hayworth! Soon after Red provides him with one rock hammer and a large poster featuring Rita Hayworth. Life in Shawshank is not easy; the guards are brutal and some of the inmates are worse. Andy survives though and things get better when he is able to help the meanest of the guards avoid paying tax on an inheritance; soon he is acting as accountant to the whole prison and helping the corrupt warden squirrel away large sums of money earned by prison labour. He is able to use this position to improve the life of prisoners too; a few beers for a work party, improvements to the prison library and education for some inmates. All the time Andy professes his innocence then one day after he has spent almost twenty years behind bars a young man comes to Shawshank; the man tells the story of how a cellmate at a previous prison claimed to have murdered a man and the woman he was with leaving her banker husband to take the blame. Andy believes this may finally get him out of prison but there is no way the warden will let him go; he is too useful and he knows too much that won't stop Andy though.This film, based on a Stephen King short story, is rightfully considered a classic. There are no scenes that felt unnecessary from start to finish the story moves at a good pace. We see both the good and the bad inside the prison; there are scenes of brutality but also scenes of joy such as watching the prisoners enjoy the simple pleasure of having a cold beer of a scorching day it is details like this that make the film special. There is also the joy of seeing that Andy will not break and his greatest triumph coming just as it looks as if he has finally reached breaking point. The cast does a great job; Tim Robbins is great as Andy and the always reliable Morgan Freeman is on top form as Red; theirs is one of the great portrayals of a screen friendship. It isn't just the likable characters who are well acted though; Bob Gunton is subtly unpleasant as the hypocritical Warden; quoting scripture one minute profiteering, and much worse, the next; Clancy Brown is also great as the truly unpleasant Captain Hadley; the senior guard who brutalises the inmates. After the suffering inside the finale chapter where we see Andy's escape and revenge makes this a feel-good movie despite what we've seen before. This is definitely a must see film.",10
"Stephen King's novella is a damn good yarn. The narrative is always engrossing, the source elements of Andy's secret are carefully placed without exciting attention, and you are delighted when events pan out as they do.Then Darabont adapts it, and a damn good yarn becomes something special. Part of this is the adaptation - a sensitive simplification, part of it is the casting, which is pitch perfect (Morgan Freeman's Red was always an Irish redhead when I read the story - now I can't read it without seeing Morgan Freeman). And most of it, I think, is the direction.The story unfolds in unhurried fashion, with us being unsure of Andy's guilt for much of the movie, but with a gradually building sense of injustice at the way those in power in the system can treat him (and others) unfairly. The secret doesn't come at the end, but at about the three quarters mark, and brings with it a huge emotional kick. And then the story is allowed to make its own way into a gentle and perfect end.This is, without any doubt, one of the most spiritually uplifting films I have ever seen.",10
"I believe that this film is the best story ever told on film, and I'm about to tell you why.Tim Robbins plays Andy Dufresne, a city banker, wrongfully convicted of murdering his wife and her lover. He is sent to Shawshank Prison in 1947 and receives a double life sentence for the crime. Andy forms an unlikely friendship with ""Red"" (Morgan Freeman), the man who knows how to get things. Andy faces many trials in prison, but forms an alliance with the wardens because he is able to use his banking experience to help the corrupt officials amass personal fortunes. The story unfolds....I was so impressed with how every single subplot was given a great deal of respect and attention from the director. The acting was world-class. I have never seen Tim Robbins act as well since, Morgan Freeman maybe (e.g. Seven). The twists were unexpected, an although this film had a familiar feel, it wasn't even slightly pretentious or cliched, it was original. The cinematography was grand and expressive. It gave a real impression of the sheer magnitude of this daunting prison.But the one thing which makes THE SHAWSHANK REDEMPTION stand above all other films, is the attention given to the story. The film depends on the story and the way in which it unravels. It's a powerful, poignant, thought-provoking, challenging film like no other. If Andy were to comment on this film, I think he might say: ""Get busy watching, or get busy dying."" Take his advice.Thoroughly recommended.",10
"My life is forever changed due to this movie.  It is a movie of hope, ""redemption"", and friendship.  It shows a deep growing friendship between two prisoners, Andy and Red.  They each are shown growing through their distinct hardships at Shawshank prison.  As time passes, hope wanes but a flame burns bright in Andy.  His hope and unrelentless nature carry over to his friend Red.As Red's long stay in prison comes to an end he sees the light at the end of the tunnel.  Andy has left it for him to see the way to freedom, and he follows it.This film parallels my life and leaves me wondering if my advice will help somebody see the light.  For some of those people time will tell.  As for now I'll be patient to wait and see.  Don't end up like Brooks, there will always be someone to help you out.  There is someone out there that cares for you.  Thank you Andy Dufresne, your hope is the flame of my life.",10
"This is the sole film in the world that is over 2 hours and yet I wanted another 2. The story, the acting, the sense of justice, the acting, the triumph of good but not in a linear manner, the acting and certainly the authentic feel of the era make this a justified masterpiece.Hollywood has lost the ability to make good films nowadays.Keep churning out the stand up comic Thor, Hollywood.",10
"It deserves ten stars. Its beauty lies in its slow pace and genteel wit, although some may not have the patience for the slowness. But the whole premise of life inside a prison cell makes better sense when told in a calm, emotion-building, pace such as this. Otherwise, one would never get to know Tim Robbins's quiet accountant (and what makes him appear alternately shy, snobbish, and suicidal all at the same time); or Morgan Freeman's genial-but-cynical lifer- not to mention how he's ""a man who knows how to get things."" I love what the film doesn't do: it doesn't make an issue of its two leads being different races (although one could claim that makes their friendship all the more marvelous), it doesn't pull any sensational, far-out, action punches (as films with an all-male cast often do), and it doesn't freeze its characters into types. Everyone is real and everyone is flawed- from James Whitmore's bird loving veteran to Bob Gunton's pretentious, icy, warden. But the finish (which really starts around the film's last twenty minutes) is one of the most powerful and moving things ever committed to film. Get it in either format.",10
