Review,Rating
"I have never seen such an amazing film since I saw The Shawshank Redemption. Shawshank encompasses friendships, hardships, hopes, and dreams. And what is so great about the movie is that it moves you, it gives you hope. Even though the circumstances between the characters and the viewers are quite different, you don't feel that far removed from what the characters are going through.

It is a simple film, yet it has an everlasting message. Frank Darabont didn't need to put any kind of outlandish special effects to get us to love this film, the narration and the acting does that for him. Why this movie didn't win all seven Oscars is beyond me, but don't let that sway you to not see this film, let its ranking on the IMDb's top 250 list sway you, let your friends recommendation about the movie sway you.

Set aside a little over two hours tonight and rent this movie. You will finally understand what everyone is talking about and you will understand why this is my all time favorite movie.",9
"There's a reason this is rated the #1 . It is the same reason you simply watch this movie every time you see it on tv even if it's already half way over. It's captivating, brilliant and full of heart.",10
"Can Hollywood, usually creating things for entertainment purposes only, create art? To create something of this nature, a director must approach it in a most meticulous manner, due to the delicacy of the process. Such a daunting task requires an extremely capable artist with an undeniable managerial capacity and an acutely developed awareness of each element of art in their films, the most prominent; music, visuals, script, and acting. These elements, each equally important, must succeed independently, yet still form a harmonious union, because this mixture determines the fate of the artist's opus. Though already well known amongst his colleagues for his notable skills at writing and directing, Frank Darabont emerges with his feature film directorial debut, The Shawshank Redemption. Proving himself already a master of the craft, Darabont managed to create one of the most recognizable independent releases in the history of Hollywood. The Shawshank Redemption defines a genre, defies the odds, compels the emotions, and brings an era of artistically influential films back to Hollywood.

The story begins with the trial of a young banker, Andy Dufrense, victimized by circumstantial evidence, resulting in a conviction for the murder of his wife and her lover. After a quick conviction, Andy finds himself serving a life sentence at Shawshank prison, with no hope of parole. He exists in this prison only in appearance, keeping his mind free from the drab walls around him. His ability to do this results in the gaining of respect from his fellow inmates, but most of all from Ellis Redding. Ellis, commonly referred to as Red, finds gainful use of his entrepreneurial spirit within the drab walls of Shawshank by dealing in contraband and commodities rare to the confines of prison. Andy's demeanor and undeniable sense of hope causes Red to take a deeper look at himself, and the world around him. Andy proves to Red and the other inmates that in the conventional walls of Shawshank prison convention will find no home in his lifestyle.

By creating the film's firm foundation, the meticulously chiseled screenplay paved the way for this film's success. Frank Darabont outdoes himself with the phenomenal adaptation of Stephen King's equally noteworthy novella, Rita Hayworth and Shawshank Redemption. In this novella, King demonstrates that he can break free from the genre he dominates and still create a marvelous piece of modern literature. Though the film mirrors the novella in many ways, Darabont illustrates a focused objective of improving upon the areas where the novella came up short, resulting in one of the best book to film transitions ever.

While maintaining some of the poetic and moving dialogue of the novella, Darabont also proves that a film's score can generate a great deal of emotional response from its audience, as dialogue does. He employs the cunning Thomas Newman, son of the legendary Hollywood composer, Alfred Newman. Darabont shows recognition for the film's needs by employing Newman, who makes the gentle piano chords whisper softly to the viewer, as if a part of the scripted dialogue. Newman lends himself to individualism and tends to drive more towards the unique in the realm of score composition. His effort in Shawshank did not go unnoticed, as his score received an Oscar nomination in 1995. While unique and independent, Newman's score never once intrudes on your concentration or distracts from the film.

With work from vast array of talented scene designers, costume designers, composers, cinematographers, and various other Hollywood artists, the cast of The Shawshank Redemption had a strong foundation to work with. The marvelous cast of this film will dazzle you with some of the most convincing performances you will witness in a film. While both Tim Robbins and Morgan Freeman shine as Andy and Red, respectively, the true spectacle of acting lies within the plethora of amazing supporting actors who easily disappear into their roles. Most noticeable of these, the veteran film star James Whitmore, who portrays the elderly Brooks Hatlen. Brooks, a man incarcerated for an unmentioned crime for so long that he finds himself attached to the Shawshank and the daily life he has lead. Each of these actors show a true dedication to their art, and a focused purpose in their motivations, creating a convincing setting that never once caters to anything unbelievable.

With all of the aesthetic touches and attention to cinematic detail, the most beautiful part of the film lies within its thematic material, such as its focus on the human desires for the most abstract concepts, like hope and freedom. These themes, which concern things the human spirit undoubtedly yearns for, seem so intricately woven into the plot that it easily draws its audience in to its story. Though full of hardened criminals, your heart will go out to these men as they display the most basic of human emotions, and deliver some of the most quotable lines in a film to date. Like a great novel, this film manages to succeed at greater things than simply entertaining an audience. Darabont tells his story most masterfully, illustrating principles and inspiring his audience to think. He leaves us a poignant film with a powerful message of hope, and redemption, something we all seek.

This film manages to redeem Hollywood in the eyes of people who feared it long lost in a dark sea of clichés and predictability. Darabont shows us that artists still work in the Hollywood studios and production facilities. These artists show their capability to produce art; real art that inspires you to look at the deeper aspects of life and the world around you. The Shawshank Redemption delivers much-needed breath of fresh air for anyone who realizes the capability of film. It proves that masters of the craft still live on this earth, and still bless us with timeless masterpieces that we will never forget.",10
"""The Shawshank Redemption"" should have won Best Picture for 1994. A story of banker Andy Dufresne (Tim Robbins) getting falsely convicted of murder and sent to the hellish Shawshank prison, the movie is beyond amazing. In prison, Andy meets Ellis Boyd ""Red"" Redding (Morgan Freeman), who was imprisoned many years earlier. Red gets Andy a poster of Rita Hayworth. Over the next twenty years, Andy experiences all the horrors that one would expect in jail: beatings by the guards, rapes by other inmates, and so on. But he never gives up hope.

This movie, like ""Carrie"", ""The Shining"", ""Dolores Claiborne"", ""The Green Mile"" and ""Hearts in Atlantis"", just goes to show what a great author Stephen King is. When we think of horror, we think of spooky horror, but ""The Shawshank Redemption"" is a different kind: personal horror. Pure genius. I can only hope that in the coming years, this movie is recognized as what it is: a masterpiece. I can't believe that it won no Oscars!",10
"From PASTO, COLOMBIA-Via: L. A. CA; CALI, COLOMBIA+ORLANDO, FL

--------------The ONLY Tony Kiss Castillo on FaceBook!--------------

If you have never seen SHAWSHANK, this review is aimed, primarily, at you. I suppose there must be some of you out there!... What is quite difficult to fathom is that anyone with any REAL interest in Cinema could have managed to avoid seeing it for the 20+ years since its release!

In a Perfect World, SHAWSHANK is the movie of choice. What a serendipitous confluence of diverse and inspired elements! It is the exception that proves the Murphy's Law rule. Just look at the IMDb breakdown analysis of the vote In every area of human activity, there is always that ""2%""! SHAWSHANK is no exception. Precisely 2% of voters rated SHAWSHANK 1 Star! ....I invite you to check!

In our culture there is a recurring undercurrent nightmare scenario of long-term wrongful imprisonment. Make that a Universal scenario, perhaps, in ALL cultures. Not a SPOILER here, because this point is clearly established in the opening 5 minutes. SHAWSHANK is the ultimate Black/White ""BRO-mance"" Yet, uniquely, Morgan Freeman's character, ""Red"", is anything but the ""predestined to an untimely end"" sidekick!... The entire film is literally narrated from Red's perspective. If anything, Red's ""Main-Man"" prison status gives him a bit of a dominant role in their relationship. But the interaction of their characters is clearly that of 2 equals, gradually morphing into one of lifelong best BUDS!

I can't help but wonder if, while cast and crew were in the midst of making SHAWSHANK, any of them imagined the magnitude of the cinematic milestone they were involved in! Box Office results are rather jaw-dropping...but in a negative sense: Opening Weekend-A starkly paltry Position #144 among 1994 releases of just $750K U. S.! Overall...1994 Box Office, did not even make the Top 50! SHAWSHANK occupied a lackluster Spot #51, to be exact, with just over $28 Million taken in!

My initial interest was piqued by a theatrical trailer, but I had to go by myself!!! My wife, who is a rather avid moviegoer, said...""H-m-m-m-m, a prison drama?....What's the Title?"" After hearing it, she responded, ""The SHAW- What? No, Thanks!... I PASS!"" Well, needless to say, after a first viewing, my awe was complete and unmitigated...so I insisted on dragging her along just days later, for my second viewing. My wife became an instant SHAWSHANK believer. We both categorize this film in our lifetime top 5 favorites and have seen it numerous times! Perhaps SHAWSHANK got off to such an inauspicious Box Office start for the same reasons that almost resulted in my wife not going to see it in 1994!

I could literally write volumes on this movie, but, of course cannot here! A few more highlights: Interestingly, 7 Oscar Nominations, but ZER0 wins! Had the amazingly bad luck of having to compete with the mighty feel-good classic, FORREST GUMP, which steamrolled that year with 6 Oscars and #1 at the Box Office with $330 Million, about 12X SHAWSHANK's! Wonder what the Academy's members take on this would be today? Just look at the 7 categories where it was nominated!... Each one is exquisitely superb! Not a single Golden Statuette...WOW!!!!!!!

As far as Suspension of Disbelief is concerned, in the self-contained and totally insulated prison environment, it isn't much of a stretch to imagine an Old-Testament thumping warden anointing himself with almost god-like powers! Stranger things have happened, yes? In one odd twist, when one thinks of Illegal Immigration, Mexico, or Central America, to the USA, invariably, is the route that comes to mind...not the opposite, right!?!?!?

Despite having seen SHAWSHANK at least 15 times, it never ceases to mesmerize me. My only real critique: I think Andy would have to have been a magician to do what he did at the end, at least, so seamlessly!!! Can't go into any more detail without treading into SP**LER territory, so you'll just have to figure it out for yourself! SHAWSHANK is truly a film for the ages!

10********** STARS.... ENJOY!/DISFRUTELA!

Any comments, questions or observations, in English o en Español, are most welcome!",10
"One of my favorite movies ever,The Shawshank Redemption is a modern day classic as it tells the story of two inmates who become friends and find solace over the years in which this movie takes place.Based on a Stephen King novel,this movie makes us feel different watching this film than most others as this is an incredibly realistic film.Tim Robbins stars as Andy Dufresne who is convicted of murder and Morgan Freeman as Ellis Boyd ""Red"" Redding who is a fellow inmate and close friend of Dufresne and Bob Gunton as Warden Samuel Norton who is the Warden of Shawshank State Prison and is a character who has mixed feelings and emotions towards everyone around him and a character who is sometimes easy to like and at other times easy to despise.This film is easily considered one of the greatest films of all time and I definitely agree with this fact.It was nominated for seven Academy Awards including (Best Picture, Best Actor  Morgan Freeman, Best Adapted Screenplay, Best Cinematography, Best Editing, Best Original Score, and Best Sound) but didn't win any due to tough competition from the film Forrest Gump.I personally think that Tim Robbins should have been nominated for the Best Actor award as he really gave the performance of his career.Bravo to this brilliant modern day classic!",10
"This is Tim Robbins best performance ever. It is a compelling heart warming drama about an innocent man(Andy Dufresbe) who is sent to prison and learns to use his intelligence to make the best of prison life. He meets a mentor in Red(Morgan Freeman) and they build a friendship that is stronger than the walls that surround them. Andy steadies a relationship with the warden that keeps him in the good eyes of the prison. Andy is full of surprises and uses his resourcefulness to not only win the friendships of his fellow prisoners, but also of the prison guards. Both Andy and Red both hold on to their dream of one day enjoying their freedom. They turn their friendship and dreams of freedom into a bond that no prison could ever take away.",10
"It is one of the best movies in the world that many people will join me. Watching very, very impressed. What it might be called the great stories of Stephen King anyway. Acting on cues can say is enormous. There's no posturing. Especially when Andy Dufrense incredible music that review still stands wandering on everyone's lips. Finale as you lose yourself in it is a movie you are getting into. Finals if he so exhilarating you a high-quality music. And finding that deserves really deserve. I watched this film very young age and it has taught me that the magic of cinema in a nice way. This film is one of the reasons I hate the Oscars. Will remain as the best film in more than 10 years, I believe wholeheartedly sites. Definitely one of the best films in the world.",10
"Could a movie be any more perfect? This movie is just absolutely stunning in so many ways. Acting perfect, storyline perfect, soundtrack perfect, emotional drama perfect, everything about this movie is perfect.

When this movie first came out it did not reach the expectations that many people expected it to. But as the years went one it was nominated for seven Academy Awards and as it was available for rent everywhere more people started appreciating it and it's popularity grew. Eventually after many years in the top 5 of IMDb's top 250 movies of all time list, it hit number 1 with over one million votes.

The story is about a well educated vice president of a large bank being wrongly accused of murdering his wife and her lover and is sentenced to spend life at a large prison in new England called Shawshank prison. As the years go on in his new home he makes friends, enemys and a dramatic twist at the end which became one of the most legendary scenes in movie history.

I love this movie. The acting is just so passionate and their performances increases the drama and horror of life in prison. The soundtrack is one of the main reason behind the emotional drama this movie. Many scenes in this movie almost left me in tears mainly because of the soundtrack in the background which increases the emotion.

The cast of this movie include Academy Awards winners Morgan Freeman and Tim Robbins. And also William Sadler, Bob Gunton and many other who made this movie what it is.

Overall it is defiantly the Greatest movie ever made with passionate acting, great storyline and plenty of emotional drama about how hope overcomes fear in a beautifully crafted film about the strength of the human spirit.",10
"not for a reason. but for the fine art to create a story who seems be more than fiction and who use a script, a cast and location for a puzzle who becomes part of precious memories. its themes, the tension, the moral questions, the meeting between Morgan Freeman and Tim Robbins and the result of dialogs who are truth axis of movie and wise adaptation, are bones of a splendid film. a film who reminds more than presents. values, roots of justice, beauty of original source, the end who is expression of a deep expectation of the viewer are elements who transforms The Shawshank Redemption in an experience for the viewer. short - a film who must see !",10
"This touching and heart warming film is the most perfect celebration of the human spirit I have seen. Andy Dufresne, wrongly convicted of murdering his wife and her lover, finds the strength not only to change himself, but to bring hope to those around him in Shawshank Prison. This inspiring story is interwoven with a soundtrack which invokes every emotion, from haunting and chilling, to stirring and beautiful. When you go to see a movie and it touches you with its poetry, music, and its atmosphere, and leaves you with a sense of victorious satisfaction, it is a triumph. Field of Dreams was the first movie which invoked these emotions in me. Shawshank Redemption is even more powerful for its simplicity. It doesn't pretend to be clean, nor could it be called a family movie. It is brutal and violent at times, horrifying and sickening at others. However the title says it all. Redemption is what this story is all about. And it is not necessarily redemption for the actual crimes you might have committed, but it is redemption for the way you have lived your life. What emerges can only be called a maginificent piece of art. This is what movies were meant to be.",10
"Superbly played film set in 1946 , a bright young New England banker is convicted of the slayings of his spouse and her lover and sentenced to life at a strict State Prison . Introspective and quite Andy (Tim Robbins) gradually befriends inmates and over the next 2 decades wins the trust of prisoners and wardens but in his heart he still yearns for freedom . There he forms a peculiar friendship with Red (Morgan Freeman), the prison fixer , he experiences the brutality of prison life with a sadistic head guard (Clancy Brown), and is also mistreated and raped ; however , he adapts himself and offers financial advice to the guards and the selfish governor (Bob Gunton) , all in a shot 19 years. As two imprisoned men bond over a number of years, finding peace and redemption through acts of common help , friendship and decency . But when the proof of Andy's innocence is ripped away by those who need his services ,we learn that all is not quite what it seems at this State Penitentary , provoking a few susprises in the last two reels .

This is a very good and serious prison movie with thrills , emotion , exciting scenes , colour-blind relationships , hardnut camaraderie , gang opression , and violent disavowal of any homosexual implications . Prison buffs will find a lot of incidents to relish and the great spiritual resolution takes some swallowing and unexpected surprises . Adapted from the novella ¨Rita Hayworth and Shawshank redemption¨ ; the twist here is the upright starring is exceptionally bright , as his ability with accountancy leads to his handling the finances of everyone , from the humblest guard to the prison boss . Wonderful spectacle in watching time-passer while changing the bombshell actresses of the history : Rita Hayworth , Marilyn Monroe , Raquel Welch . US prison films have been making solid fares for more than sixty years and apart from slowness of pace in the second half , this one is well up to prison standards . This Frank Darabont's theatrical debut turns out to be a throwback rendition to the kind of literate , thought-provoking prison drama Hollywood used to make , such as : I am a fugitive from a chain gang , Birdman of Alcatraz and Escape from Alcatraz .

Tim Robbins plays magnificently Andy , an inmate finding solace and eventual redemption , Tim provides his usual talent for playing ambiguous roles , as his notable skills are put to good use. Along with Robbins' best screen acting there are various Oscar-worthy supporting characters with special mention for Morgan Freeman as the good fixer who brings his ordinary grace to what could have been a thankless role , the veteran James Withmore as the crow-keeping librarian , the sympathetic newcomer inmate Gil Bellows ,William Sadler , Mark Rolston and the ruthless guardian Clancy Brown and , of course , the egoistic and nasty governor excellently played by Bob Gunton .

It contains a colorful and evocative cinematography by Roger Deakins . And an enjoyable and really feeling musical score by Thomas Newman . In his engrossing direction debut ,Darabont avoids boring by fleeing most prison movie cliches . It results to be a pleasure of discovering a first-time filmmaker with evident respect for the intelligence of his audience , giving sensitive scenes , and brave enough to let roles details accumulate without recourse the excessively maudlin and over-sentimentality. It is a true masterpiece , being marvelously acted and perfectly paced.",8
"This is the sole film in the world that is over 2 hours and yet I wanted another 2. The story, the acting, the sense of justice, the acting, the triumph of good but not in a linear manner, the acting and certainly the authentic feel of the era make this a justified masterpiece.

Hollywood has lost the ability to make good films nowadays.

Keep churning out the stand up comic Thor, Hollywood.",10
"It deserves ten stars. Its beauty lies in its slow pace and genteel wit, although some may not have the patience for the slowness. But the whole premise of life inside a prison cell makes better sense when told in a calm, emotion-building, pace such as this. Otherwise, one would never get to know Tim Robbins's quiet accountant (and what makes him appear alternately shy, snobbish, and suicidal all at the same time); or Morgan Freeman's genial-but-cynical lifer- not to mention how he's ""a man who knows how to get things."" I love what the film doesn't do: it doesn't make an issue of its two leads being different races (although one could claim that makes their friendship all the more marvelous), it doesn't pull any sensational, far-out, action punches (as films with an all-male cast often do), and it doesn't freeze its characters into types. Everyone is real and everyone is flawed- from James Whitmore's bird loving veteran to Bob Gunton's pretentious, icy, warden. But the finish (which really starts around the film's last twenty minutes) is one of the most powerful and moving things ever committed to film. Get it in either format.",10
"The first time I ever saw this movie I was just floored at how incredible it was. What wonderful casting that was done to help this amazing story be told. Stephen King has a way about creating such memorable characters. For those of you who think this movie is a ""prison movie"" you are sadly mistaken. This movie merely takes place in a prison but this story is about so much more...friendship, hope, survival and dreams! There is a reason this movie is voted #1 on the IMDb site! Not only have I enjoyed watching this movie over a hundred times but I have been lucky enough to have been in that prison numerous times doing paranormal events. My last visit out there was last weekend and I decided to also go and visit all of the filming locations! That was a real treat! All I can say is that if you have not seen this film just take the time to watch it and just take in the amazing story and the incredible performances turned in by the cast! I promise you that you won't be sorry!!!",10
"Like many of the reviewers, I hate prison movies with all the clichés and stereotypes of innocent prisoners, nasty guards, and evil wardens; and upon first viewing, many years ago, I especially disliked being forced by this film to feel sympathy and empathy with murderers, rapists and the like.

Shawshank has somehow transcended the test of time; and I believe that it has endured, not because of the great performances (which don't seem to be acting at all, but real), not because of the simple, but multi-level, story line with its twists and turns, not because of its magnificent photography, not because of its score, and not because of any individual element that went into the making of this film. (Hence, the lack of academy awards.) However, when all those elements are combined, Shawshank becomes one of those masterpieces which is greater than the sum of its parts...and this film is so much greater that in the desperation of its characters, it invokes a multitude of good emotions in the viewer...that there is divine, poetic justice and hope in this hell of a world.

Shawshank has become my favorite film of all time, but it took a while. ""When your're feeling down and out, watch Shawshank!"" Raising my vote from 8/10 to 10/10 (however subjective that vote may be.)",10
"*******MINOR SPOILERS AHEAD**********

The story begins with the court case of Andy dufresne for the alleged murder of his wife and her lover (the first few minutes at the start captivate you from the beginning)Andy is wrongly convicted and sent to Shawshank maximum security prison set with a double life sentence.Andy finds a new companion called Red(Morgan Freeman) the man who can get things for anyone in the prison for the right price.

As a person that can get things or has been known to locate things from time to time for somebody Red doesn't find it particularly odd that andy asks him if he can get him Rita Hayworth in 1949.Of course he accepts.

The line that defines this great piece of cinema is ""get busy living or get busy dying"".This movie is without a doubt one of my favourites and remember always- FEAR CAN HOLD YOU PRISONER HOPE CAN SET YOU FREE!",10
"What would you do, if the world came down on you, wrongly sentenced for a crime, that will take all your life's time; you're quite gentle and quite shy, don't feel the need to shout or cry, so you take it on the chin, accept the view, and settle in.

Then distractions take their toll, incarceration's in control, prison guards dealing in pain, fellow cons who can't refrain; new friends help, you're not alone, surrounded by these walls of stone, movie pinups play their part, to lift spirits and keep good heart.

Soon the governor fills his tills, make's the most of all your skills, he's an unforgiving kind, but there's money to be mined; you disperse what you collect, keeping covered all aspects, knowing channels have been primed, and overwhelmingly begrimed.

Perpetually entertaining stuff.",10
This for me and many other people is the greatest movie of all time it has amazing directing it has amazing acting by Tim Robinson and Morgan freeman whoever says that they don't like this movie should never watch another movie again overall the greatest movie of all time.,10
The characters are so well developped and well interpreted by the actors that you really feel for them which makes the whole story even more compeling. The structure builts up emotionnaly like only Darabont can do it. Breathtaking!,10
"I first saw this film, like many others, by chance and on DVD. And like others, I have since watched it over and over again. When I feel sad, it makes me feel happy, when I need hope, it gives me hope.When I want to reaffirm my very belief in life, and all it can offer, this film gives me a new sense of purpose that no other film has ever come close to doing.It soars above anything any other movie has tried to achieve in the way it touches on the true virtues of life itself. The portrayal of friendship, the devastation of loss and the maintaining of hope. Outstanding performances from the two leads and the most beautiful of narratives are the tip of the iceberg of why this film is so great. The cinematography from the very first shots of the prison are stunning and the accompanying soundtrack add to the haunting atmosphere when we first venture inside the prison walls. Thank you Mr Darabont, Mr Robins and Mr Freeman. Thank you to every one else involved. You changed my life",10
"At the time of writing this comment, IMDb ranks the Shawshank Redemption as No. 2 in top 250 best movies of all time. Let me tell you that this is no exaggeration and no small feat given IMDb's strict rating criteria. Shawshank is indeed, up there amongst the best, and if you haven't seen it yet, you should make it a point to watch it, at least once sometime in your life. For it is an astonishing tale, of endurance, courage, life, and perspective, combined with a stunning score that flows so closely with the highs and lows of emotion that it could make grown men cry. No words can explain how good Shawshank really is, but let the sheer volume of good user reviews made by devotees in this website be proof enough of its greatness.",10
I have never watched a better movie than this before,9
